sitrep_no,page,line_no,line_text
20,1,44,"• Deux cent trente-deux (232) nouveaux contacts listés dans 5 ZS: Rwampara (93), Bunia (55),"
20,1,45,"Nyankunde (45), Komanda (28) et Aungba (11)."
20,1,46,• Début de la première session de formation des équipes EDS (35 agents) dans les zones de santé
20,1,47,de Bunia et Rwampara.
20,2,1,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
20,2,3,"La province de l'Ituri, située au Nord-Est de la RDC, partage une frontière longue et poreuse avec"
20,2,4,"l'Ouganda et le Soudan du Sud. Sa population est estimée à plus de 8 millions d'habitants, dont plus d'un"
20,2,5,"million de déplacés internes. La zone de santé de Mongbwalu, point de départ présumé de l'épidémie, se"
20,2,6,"caractérise par la présence de groupes armés, des mouvements fréquents de population vers l'Ouganda,"
20,2,7,et de nombreux chantiers miniers artisanaux attirant des travailleurs migrants.
20,2,8,"L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement le 15 mai 2026 par le"
20,2,9,Ministre de la Santé Publique. Les trois provinces touchées comptent une population totale estimée à près
20,2,10,"de 15 millions d'habitants, avec des déplacements internes massifs et des flux transfrontaliers vers les"
20,2,11,"pays voisins. L'Ituri demeure l'épicentre national avec 94,2 % des cas confirmés (359/381). La létalité y"
20,2,12,"est de 13,9 % (50/359). Le Nord-Kivu présente une létalité préoccupante de 68,4 %, expliquée par des"
20,2,13,retards de prise en charge et l'évasion de cas confirmés des structures de soins.
20,2,18,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
20,2,20,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
20,2,22,3.1 Distribution spatiale et foyers actifs au 03 juin 2026
20,2,23,Province Cas Décès des Létalité ZS touchées Nouveaux cas
20,2,24,confirmés confirmés (24h)
20,2,25,"Ituri 359 50 13,9 % 17 / 36 (47,2 %) 18"
20,2,26,"Nord-Kivu 19 13 68,4 % 7 / 34 (20,6 %) 0"
20,2,27,"Sud-Kivu 3 1 33,3 % 1 / 34 (2,9 %) 0"
20,2,28,"Total 381 64 16,8 % 25 / 104 (24,0 %) 18"
20,2,30,3.2 Répartition par zone de santé (Cumul au 03/06/2026)
20,2,32,"• Province de l'Ituri (359 cas): Bunia (97), Rwampara (76), Mongbwalu (47), Nyankunde (22), Rimba"
20,2,33,"(3), Damas (3), Lita (2), Bambu (2), Aru (2), Kilo (2), Mambasa (2), Nizi (2), Mangala (1), Aungba (1),"
20,2,34,"Gety (1), Komanda (1), Logo (1). Quatre-vingt-quatorze (94) cas supplémentaires sont en cours de"
20,2,35,ventilation.
20,2,37,2
20,3,1,"• Province du Nord-Kivu (19 cas): Katwa (7), Beni (5), Butembo (2), Oicha (2), Kalunguta (1), Kyondo"
20,3,2,"(1), Goma (1)."
20,3,3,• Province du Sud-Kivu (3 cas): Miti-Murhesa (3).
20,3,5,3.3 Analyse démographique
20,3,6,"Les groupes d'âge de 18 à 49 ans sont les plus affectés, avec une prédominance féminine parmi les"
20,3,7,18 nouveaux cas du 03 juin (67 % de femmes). La tendance globale reste à une légère prédominance
20,3,8,masculine (~55 % d'hommes) sur l'ensemble des cas cumulés. Les enfants de moins de 5 ans
20,3,9,représentent 11 % des nouveaux cas du jour (2 cas).
20,3,11,Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé
20,3,12,"et par province, RDC, au 03 juin 2026"
20,3,13,Province / Zone de Cas confirmés Décès des cas Létalité
20,3,14,"santé cumulés (n) confirmés (CFR, %)"
20,3,15,cumulés (n)
20,3,16,ITURI
20,3,17,"1- Bunia 97 9 9,3"
20,3,18,"2- Rwampara 76 16 21,1"
20,3,19,"3- Mongbwalu 47 10 21,3"
20,3,20,"4- Nyankunde 22 1 4,5"
20,3,21,"5- Bambu 2 2 100,0"
20,3,22,"6- Aru 2 1 50,0"
20,3,23,"7- Kilo 2 0 0,0"
20,3,24,"8- Nizi 2 0 0,0"
20,3,25,"9- Rimba 3 0 0,0"
20,3,26,"10- Mambasa 2 1 50,0"
20,3,27,"11- Mangala 1 0 0,0"
20,3,28,"12- Damas 3 0 0,0"
20,3,29,"13- Aungba 1 0 0,0"
20,3,30,"14- Gety 1 0 0,0"
20,3,31,"15- Komanda 1 0 0,0"
20,3,32,"16- Lita 2 0 0,0"
20,3,33,"17- Logo 1 0 0,0"
20,3,34,"Autres ZS (non 94 10 10,6"
20,3,35,ventilées)
20,3,36,"Sous-total Ituri 359 50 13,9"
20,3,37,NORD-KIVU
20,3,38,"1- Katwa 7 5 71,4"
20,3,39,"2- Beni 5 3 60,0"
20,3,40,"3- Butembo 2 2 100,0"
20,3,41,"4- Oicha 2 2 100,0"
20,3,42,"5- Kalunguta 1 1 100,0"
20,3,43,"6- Kyondo 1 0 0,0"
20,3,44,"7- Goma 1 0 0,0"
20,3,45,"Sous-total Nord-Kivu 19 13 68,4"
20,3,46,SUD-KIVU
20,3,47,"1- Miti-Murhesa 3 1 33,3"
20,3,48,"Sous-total Sud-Kivu 3 1 33,3"
20,3,49,"TOTAL 381 64 16,8"
20,3,50,3
20,4,1,3.4 Cartographie épidémique
20,4,6,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zone de santé affectées et dans les
20,4,7,trois provinces touchées en date du 02 Juin 2026
20,4,9,4. ACTIONS DE RIPOSTE PAR PILIER
20,4,11,4.1 Coordination
20,4,12,• National / Ituri : Réunion stratégique de coordination présidée par le Gouverneur de l'Ituri. Débriefing
20,4,13,au Gouverneur par le DG de l'INSP sur la mission conjointe à Mongbwalu. Poursuite des travaux
20,4,14,d'élaboration du plan opérationnel consolidé (CONOPS) et de l'exercice de priorisation des zones de
20,4,15,santé.
20,4,16,• Nord-Kivu: Participation à la cérémonie de sortie de la patiente guérie à Goma. Tenue de la réunion
20,4,17,du Système de Gestion des Incidents à la DPS. Suivi de la quarantaine des voyageurs.
20,4,18,• Sud-Kivu : Réunion avec le Gouverneur de province. Recommandation de financement direct des
20,4,19,activités. Tenue du Cluster Santé.
20,4,20,4.2 Surveillance épidémiologique
20,4,21,Tableau 2. Gestion des alertes épidémiologiques (24h) au 03 juin 2026
20,4,23,Indicateur Ituri Nord-Kivu Sud-Kivu Total
20,4,24,Alertes remontées 166 * 237 6 409
20,4,25,Alertes investiguées (24h) 88 * 216 6 310
20,4,26,"Taux d'investigation (24h) 62 % * 91 % 100 % 75,8 %"
20,4,27,Alertes validées 141 45 0 186
20,4,28,"*Données partielles pour l'Ituri: 154 nouvelles alertes sur 166, investigation en cours pour les alertes reportées du jour"
20,4,29,précédent.
20,4,34,4
20,5,1,Tableau 3. Suivi des contacts des cas confirmés au 03 juin 2026
20,5,3,Province Contacts sous suivi (n) Contacts vus (24h) Taux de suivi (%)
20,5,4,"Ituri 3 837 2 032 53,0"
20,5,5,"Nord-Kivu 533 343 64,4"
20,5,6,"Sud-Kivu 181 150 82,9"
20,5,7,"Total 4 551 2 525 55,5"
20,5,9,"Défis : Persistance de la faible performance en Ituri (53,0 %) bien qu'en amélioration. Au Nord-Kivu (64,4"
20,5,10,"%), des disparités importantes persistent (Goma, Nyiragongo et Oicha à 100 %, Kalunguta à 0 %)."
20,5,11,"L'évasion de 2 cas confirmés et 17 suspects en Ituri, et d'un cas confirmé au Sud-Kivu (CTE Lwiro),"
20,5,12,constitue un obstacle majeur.
20,5,14,4.3 Laboratoire
20,5,15,"• Ituri : 82 échantillons collectés et analysés (18 positifs, 61 négatifs, 3 invalides), soit un taux de"
20,5,16,"positivité de 22,0 %. Aucun échantillon en attente. Déploiement d'une machine RADIONE (4 modules)"
20,5,17,à Mongbwalu pour la décentralisation du diagnostic.
20,5,18,• Nord-Kivu : 39 échantillons prélevés en 24h. 10 testés au Petit Nord (0 positifs). 147 résultats en
20,5,19,"attente au Grand Nord, délai moyen > 5 jours. Réception de 100 kits de prélèvement (swabs) à Beni."
20,5,20,• Sud-Kivu : Poursuite de l'installation du laboratoire mobile INRB à Miti-Murhesa.
20,5,22,4.4 Prévention et Contrôle de l'Infection (PCI)
20,5,23,• Ituri: Briefing de 20 prestataires sur le port et le retrait des EPI (HGR Nyankunde). 4 EDS réalisés sur
20,5,24,"10 alertes dans l'AS Sayo. Finissage des travaux de 3 unités d'isolement (CS Shari, CS Makabo, CS"
20,5,25,Lengabo en ZS Rwampara). Formation de 35 agents EDS.
20,5,26,"• Nord-Kivu: Score PCI moyen à 22,9 %. Briefing de 5 prestataires du CM La Grâce (Grand Nord) et"
20,5,27,44 prestataires à Karisimbi. Rupture d'intrants PCI signalée (situation critique).
20,5,28,• Sud-Kivu: Évaluation Scorecard de 19/35 établissements dans 8 ZS. Briefing de 80 personnes (56
20,5,29,"RECO, 24 U-REPORT) sur les précautions standards et le port/retrait des EPI."
20,5,31,4.5 Prise en charge holistique
20,5,33,Tableau 4. Mouvement des patients dans les établissements de soins au 03 juin 2026
20,5,34,Indicateur Ituri Nord-Kivu Sud-Kivu Ensemble
20,5,35,Patients au lit (J-1) 208 8 6 222
20,5,36,Total admissions (24h) 47 1 0 48
20,5,37,Sorties (24h): Décédés 11 0 0 11
20,5,38,Sorties (24h): Non-cas 5 0 0 5
20,5,39,Sorties (24h): Guéris 0 1 0 1
20,5,40,Sorties (24h): Évadés 19 0 1 20
20,5,41,Total sorties 35 1 1 37
20,5,42,Patients en isolement (Fin J) 220 8 5 233
20,5,43,dont confirmés (NC + AC) 57 4 1 62
20,5,44,dont suspects 163 4 4 171
20,5,46,Faits marquants de la prise en charge holistique :
20,5,47,5
20,6,1,"• 19 évasions enregistrées à Bunia (2 confirmés, 17 suspects)."
20,6,2,• Sortie du premier cas guéri de Goma le 03 juin 2026.
20,6,3,• Sud-Kivu: 1 cas confirmé évadé du CTE LWIRO. 2 bébés sous lait maternisé suivis en crèche
20,6,4,adaptée. 17 contacts à haut risque isolés à l'HGR FOMULAC KATANA.
20,6,5,"• Ituri: Soutien nutritionnel (180 repas chauds, 6 patients sous régime spécifique). Soutien psychosocial"
20,6,6,à 4 nouveaux cas confirmés et 11 suspects.
20,6,8,4.6 Communication des Risques et Engagement Communautaire (CREC)
20,6,9,• Nord-Kivu : 19 832 personnes sensibilisées (dont 17 357 en porte-à-porte dans 7 352 ménages sur
20,6,10,"18 584 attendus, soit 40 %). 1 648 élèves et 60 enseignants sensibilisés. 241 volontaires Croix-Rouge."
20,6,11,"699 cas de réticence enregistrés. 59 alertes communautaires (taux 4,2 %). 18 radios locales"
20,6,12,engagées. Visite à domicile dans 448 ménages à Butembo (1 335 personnes touchées).
20,6,13,• Ituri : Dialogue communautaire avec les leaders du quartier Nyakasanza (Bunia). Conférence de
20,6,14,presse du DG INSP avec 25 journalistes. Large sensibilisation du Gouverneur militaire contre la
20,6,15,rumeur du cercueil vide.
20,6,16,• Sud-Kivu : Dialogue communautaire avec 36 participants à Kahungu. Sensibilisation de 714 écoliers
20,6,17,(339 filles) et 18 enseignants.
20,6,18,Rumeurs identifiées : Croyance en des traitements traditionnels à base de plantes ; rumeur des cercueils
20,6,19,"vides enterrés par les équipes de riposte (source: ménages AS Muzimaria, ZS Bunia); crainte des chefs"
20,6,20,de quartier d'appeler les équipes de riposte (ZS Mongbwalu); négation de l'existence de la MVE.
20,6,21,4.7 Logistique
20,6,22,• Ituri : Remise officielle de 3 véhicules par le Gouverneur au CDPS Ituri ; 2 affectés aux ZS Rwampara
20,6,23,"et Nyankunde. Livraison d'intrants PCI aux ZS Mambasa, Mandima, Niania et Mongbwalu. 25"
20,6,24,véhicules et 4 ambulances mis à disposition. Approvisionnement en carburant des véhicules de terrain
20,6,25,et de l'ambulance HGR Bunia. Suivi des travaux de construction du CTE au HGR Bunia.
20,6,26,• Nord-Kivu : Élaboration du plan de distribution des intrants réceptionnés à Beni.
20,6,27,• Sud-Kivu : Plaidoyer pour 2 véhicules supplémentaires et un kit Internet à Miti-Murhesa.
20,6,29,4.8 Sécurité
20,6,30,• Situation instable dans les ZS de Nizi et Bambu. La présence de groupes armés dans les territoires
20,6,31,"de Djugu, Irumu et Mambasa limite l'accès humanitaire."
20,6,32,"• Incident majeur à Katana (Sud-Kivu): Attaque de l'équipe EDS de la Croix-Rouge, abandon du"
20,6,33,"cercueil, manipulation du corps par la communauté."
20,6,34,"• Mongbwalu (Ituri): Soulèvement de jeunes contre l'équipe de riposte, pare-brises de deux véhicules"
20,6,35,endommagés par projectiles.
20,6,36,• Bunia : Agression au cimetière ayant fait 5 blessés parmi les équipes de riposte (signalé le 02 juin).
20,6,37,"• Nord-Kivu : Massacre d'environ 24 civils à Mbau (ZS Oicha) attribué aux ADF, paralysant les activités"
20,6,38,de riposte.
20,6,39,• Briefing sécuritaire pour 19 experts arrivés de Kinshasa.
20,6,41,4.9 PSEA (Prévention contre l'Exploitation et les Abus Sexuels)
20,6,42,"• Analyse de risque et briefing PSEA organisé pour les déplacés internes des sites ISP, Salama,"
20,6,43,Kigonze et Tsere.
20,6,44,• Briefing de 52 prestataires aux Points d'Entrée (Ituri) et de 41 membres de la riposte à Miti-Murhesa
20,6,45,(Sud-Kivu).
20,6,46,6
20,7,1,"• Briefing PSEA de 93 membres du SGI MVE (20 femmes), suivi de la signature du code de bonne"
20,7,2,conduite.
20,7,3,"• Briefing de 33 leaders communautaires (14 femmes) à Kavumu, et de 50 RECO et leaders"
20,7,4,communautaires (21 femmes) à Kashusha et Mbayo.
20,7,5,"• Cumul : 863 personnes briefées et signataires du code de bonne conduite (448 hommes, 375"
20,7,6,"femmes, 22 filles, 18 garçons)."
20,7,7,5. PRINCIPAUX DÉFIS
20,7,9,N° Défis Impact Action requise
20,7,10,1 Réticence aux Retard de Engagement
20,7,11,"prélèvements post-mortem confirmation, sous- communautaire intensif,"
20,7,12,(swabs) estimation des cas implication des leaders
20,7,13,religieux
20,7,14,2 Capacité insuffisante en Saturation potentielle Accélération de la
20,7,15,CTE normés des CTE existants construction des CTE
20,7,16,planifiés
20,7,17,"3 Faiblesse du suivi des Interruption des Formation, déploiement"
20,7,18,"contacts (taux global 55,5 chaînes de et motivation des relais"
20,7,19,"%, cible 95 %) transmission communautaires"
20,7,20,compromise
20,7,21,4 147 résultats de laboratoire Retard de Renforcement de la
20,7,22,"en attente au Nord-Kivu confirmation et de chaîne d'acheminement,"
20,7,23,(délai > 5 jours) prise en charge activation PCR
20,7,24,RADIONE
20,7,25,5 Rupture d'intrants PCI et Risque nosocomial Approvisionnement
20,7,26,tubes de prélèvement au élevé urgent
20,7,27,Nord-Kivu
20,7,28,"6 20 évasions de patients (2 Propagation Sécurisation des CTE,"
20,7,29,"confirmés, 17 suspects Ituri communautaire, engagement"
20,7,30,+ 1 confirmé Sud-Kivu) défiance envers la communautaire
20,7,31,riposte
20,7,32,"7 Insécurité persistante Zones non couvertes, Coordination sécuritaire"
20,7,33,"(ADF, groupes armés) retards de détection renforcée"
20,7,34,8 Défaut Fragilisation de la Plaidoyer pour la dotation
20,7,35,d'approvisionnement en prise en charge en MEG
20,7,36,MEG dans les HGR ciblés globale
20,7,37,9 Insuffisance des Ralentissement des Mobilisation urgente des
20,7,38,ressources financières opérations ressources
20,7,39,"10 Incidents contre les Abandon des corps, Dialogue"
20,7,40,"équipes EDS (Katana, risque de nouvelles communautaire, sécurité"
20,7,41,"Mongbwalu, Bunia) chaînes de des équipes"
20,7,42,transmission
20,7,47,7
20,8,1,6. PERSPECTIVES ET ACTIONS PRIORITAIRES (J1-J7)
20,8,3,Priorité Action Pilier Échéance
20,8,4,responsable
20,8,5,1 Formation des prestataires sur Laboratoire J+2
20,8,6,l'utilisation de la PCR RADIONE
20,8,7,2 Briefing des prestataires sur la Surveillance/CREC J+3
20,8,8,surveillance MVE et la SBC dans les
20,8,9,zones touchées et à haut risque
20,8,10,3 Briefing des agents communautaires sur Surveillance/CREC J+3
20,8,11,la surveillance MVE et la SBC (province
20,8,12,Ituri)
20,8,13,4 Accompagnement supervisé du DG Coordination Continu
20,8,14,INSP dans les piliers techniques
20,8,15,5 Rattrapage du suivi des contacts en Ituri Surveillance J+7
20,8,16,"(taux actuel 53,0 %)"
20,8,17,6 Renforcement PCI et formation du PCI J+2
20,8,18,personnel à Nyankunde et autres zones
20,8,19,nosocomiales
20,8,20,7 Déploiement d'un tableau de bord Coordination J+3
20,8,21,quotidien standardisé avec KPI par pilier
20,8,22,8 Plan de rattrapage des 147 échantillons Laboratoire J+2
20,8,23,en attente au Nord-Kivu
20,8,24,9 Nord-Kivu : Poursuite réhabilitation Multi-pilier J+3
20,8,25,"CTE Katwa, réponse aux incidents"
20,8,26,"sécuritaires (ADF), formation PCI HGR"
20,8,27,"Virunga, extension CREC à 15 000"
20,8,28,ménages
20,8,29,"10 Sud-Kivu : Dotation de 2 véhicules, Logistique J+2"
20,8,30,"installation kit Internet à Miti-Murhesa,"
20,8,31,crédits de communication
20,8,32,11 Ituri : Dialogue communautaire intensif CREC/Sécurité J+2
20,8,33,"dans les zones à forte réticence,"
20,8,34,sécurisation des CTE
20,8,39,8
20,9,1,Debriefing au Gouverneur de la province de Ituri par le DG de l’INSP sur la mission conjointe dans la
20,9,2,ZS de Mongbwalu (INSP-SGI-OMS-UNICEF-PAM) axée sur l’évaluation des activités de réponse à
20,9,3,la MVE.
20,9,8,9
20,10,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
20,10,2,Le Directeur Général de l’INSP
20,10,3,Dr MWAMBA KAZADI Dieudonné
20,10,5,E-mail : dieudonne.mwamba@insp.cd
20,10,6,POUR TOUTE
20,10,7,INFORMATION Tel. : +243 816 040 145
20,10,8,"SUPPLÉMENTAIRE,"
20,10,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
20,10,10,Prof NGANDU Christian
20,10,12,E-mail : Christian.ngandu@insp.cd
20,10,13,Tél. : +243998091915
20,10,14,L’Incident Manager
20,10,15,Prof Pierre AKILIMALI
20,10,17,E-mail : pierre.akilimali@insp.cd
20,10,18,Tél. : +243815800288
20,10,22,Avec l’appui technique de l’Organisation Mondiale de la Santé et de Africa CDC
20,10,27,10
19,1,1,Centre d’Opérations d’Urgence de Santé Publique
19,1,2,« COUSP RDC »
19,1,3,Système de Gestion de l’Incident MVE-17
19,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
19,1,6,SitRep N°019/MVB_02/06/2026
19,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
19,1,9,"ITURI : Aru, Aungba, Bambu, Damas, Bunia, Gety, Kilo, Komanda, Lita, Mambasa, Mangala,"
19,1,10,"Zones de Santé touchées Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara et Logo"
19,1,11,"(25) NORD-KIVU : Butembo, Goma, Oicha, Kalunguta, Katwa, Kyondo et Beni"
19,1,12,SUD-KIVU : Miti-Murhesa
19,1,13,Date de rapportage 02 Juin 2026
19,1,14,Date de publication 03 Juin 2026
19,1,19,"363* 62 (17%) 206 6 45,5%"
19,1,21,Cumul cas confirmés Cumul décès parmi Patients en Nombre cumulé Taux de suivi des
19,1,22,pour les 3 provinces les confirmés et isolement - des guéris contacts pour les
19,1,23,taux de létalité hospitalisation 3 provinces
19,1,24,*Données en cours d’harmonisation **Localisation de ces cas confirmés actifs est en cours en vue d’harmoniser les statistiques
19,1,27,1. FAITS SAILLANTS
19,1,29,"• Dix-neuf (19) nouveaux cas confirmés, incluant deux décès, ont été notifiés le 02 juin 2026. Ces cas"
19,1,30,"sont localisés dans les zones de santé de Rwampara (7), Bunia (5), Nyankunde (3), Rimba (3) et Damas"
19,1,31,(1).
19,1,32,"• La zone de santé de Rimba (Ituri) est nouvellement touchée, portant à 17 le nombre de zones atteintes"
19,1,33,dans cette province.
19,1,34,"• Au Nord-Kivu, les équipes préparent la sortie du premier cas guéri à Goma pour le 03 juin 2026."
19,1,35,"• Un incident grave est survenu au Sud-Kivu, où les équipes d'Enterrement Digne et Sécurisé (EDS) ont été"
19,1,36,agressées par la population à Katana. Le cercueil a été abandonné et le corps manipulé par la
19,1,37,"communauté, créant un risque majeur de nouvelles chaînes de transmission."
19,1,38,"• Mission conjointe (DG INSP, IM OMS, PF UNICEF et PAM) d’évaluation des activités de riposte à"
19,1,39,"Ebola dans la zone de santé de Mongbwalu, suivie d’échanges avec les autorités politico-"
19,1,40,"administratives et les leaders communautaires sur leurs rôles dans la prévention, la détection précoce des"
19,1,41,cas et le respect des mesures barrières.
19,1,42,• Trente-deux (32) contacts de la zone de santé de Rwampara ont achevé avec succès leur suivi de
19,1,43,21 jours.
19,1,45,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
19,1,46,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
19,1,47,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
19,1,48,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
19,1,49,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone"
19,1,50,"de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de"
19,1,51,"Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements"
19,2,1,"fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs"
19,2,2,"migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui"
19,2,3,"sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement"
19,2,4,le 15 mai 2026 par le Ministre de la Santé Publique. Les trois provinces touchées comptent une population
19,2,5,"totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux"
19,2,6,transfrontaliers vers les pays voisins.
19,2,11,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
19,2,12,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
19,2,13,3.1 Distribution spatiale et foyers actifs
19,2,15,Province Cas confirmés Décès (confirmés) Létalité ZS touchées Nouveaux cas
19,2,16,"Ituri 341 48 14,1 % 17 / 36 19"
19,2,17,"Nord-Kivu 19 13 68,4 % 7 / 34 0"
19,2,18,"Sud-Kivu 3 1 33,3 % 1 / 34 0"
19,2,19,"TOTAL 363 62 17,1 % 25 / 104 19"
19,2,20,"• L'Ituri demeure l'épicentre national avec 93,9 % des cas confirmés. Bien que la létalité y soit plus faible"
19,2,21,"(14,1 %), l'expansion géographique vers Rimba témoigne d'une transmission communautaire active."
19,2,22,"• Le Nord-Kivu présente une létalité préoccupante de 68,4 %, expliquée par des retards de prise en charge"
19,2,23,et l'évasion de trois cas confirmés des structures de soins.
19,2,24,3.2 Répartition par zone de santé (Cumul au 02/06/2026)
19,2,26,"• Province de l'Ituri (341 cas): Bunia (85), Rwampara (72), Mongbwalu (47), Nyankunde (22), Rimba (3),"
19,2,27,"Mambasa (2), Bambu (2), Aru (2), Damas (2), Kilo (2), Nizi (2), Mangala (1), Aungba (1), Gety (1),"
19,2,28,"Komanda (1), Lita (1), Logo (1). Quatre-vingt-quatorze (94) cas supplémentaires sont en cours de"
19,2,29,ventilation.
19,2,30,"• Province du Nord-Kivu (19 cas): Katwa (7), Beni (5), Butembo (2), Oicha (2), Kalunguta (1), Kyondo (1),"
19,2,31,Goma (1).
19,2,32,• Province du Sud-Kivu (3 cas): Miti-Murhesa (3).
19,2,36,2
19,3,1,"3.3 Analyse démographique : Les groupes d’âge allant de 18 à 49 ans sont les plus affectés, avec une"
19,3,2,prédominance masculine parmi les cas confirmés (environ 55% d'hommes).
19,3,3,Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et
19,3,4,"par province, République Démocratique du Congo, au 02 juin 2026"
19,3,6,Province / Cas confirmés Décès confirmés Létalité
19,3,7,"Zone de santé cumulés (n) cumulés (n) (CFR, %)"
19,3,8,ITURI
19,3,9,"1. Bunia 85 8 9,4"
19,3,10,"2. Rwampara 72 15 20,8"
19,3,11,"3. Mongbwalu 47 10 21,3"
19,3,12,"4. Nyankunde 22 1 4,5"
19,3,13,"5. Bambu 2 2 100,0"
19,3,14,"6. Aru 2 1 50,0"
19,3,15,"7. Kilo 2 0 0,0"
19,3,16,"8. Nizi 2 0 0,0"
19,3,17,"9. Mangala 1 0 0,0"
19,3,18,"10. Damas 2 0 0,0"
19,3,19,"11. Aungba 1 0 0,0"
19,3,20,"12. Gety 1 0 0,0"
19,3,21,"13. Komanda 1 0 0,0"
19,3,22,"14. Lita 1 0 0,0"
19,3,23,"15. Logo 1 0 0,0"
19,3,24,"16. Mambasa 2 1 50,0"
19,3,25,"17. Rimba 3 0 0,0"
19,3,26,"- Autres ZS (données 94 10 10,6"
19,3,27,non ventilées)
19,3,28,"Sous-total Ituri 341 48 14,1"
19,3,29,NORD-KIVU
19,3,30,"1. Katwa 7 5 71,4"
19,3,31,"2. Beni 5 3 60,0"
19,3,32,"3. Butembo 2 2 100,0"
19,3,33,"4. Oicha 2 2 100,0"
19,3,34,"5. Kalunguta 1 1 100,0"
19,3,35,"6. Kyondo 1 0 0,0"
19,3,36,"7. Goma 1 0 0,0"
19,3,37,"Sous-total Nord-Kivu 19 13 68,4"
19,3,38,SUD-KIVU
19,3,39,"1. Miti-Murhesa 3 1 33,3"
19,3,40,"Sous-total Sud-Kivu 3 1 33,3"
19,3,41,"TOTAL 363 62 17,1"
19,3,45,3
19,4,1,3.4 Cartographie épidémique
19,4,6,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zone de santé affectées et dans les
19,4,7,trois provinces touchées en date du 02 Juin 2026
19,4,9,4. ACTIONS DE RIPOSTE PAR PILIER
19,4,10,4.1 Coordination
19,4,11,"• National / Kinshasa : Réunion tripartite entre le Ministère de la Santé, Hygiène et Prévoyance Sociale"
19,4,12,"(à travers le COUSP/INSP, le SGI), le Ministère de l’Enseignement Supérieur et Universitaire,"
19,4,13,Recherche Scientifique et Innovations ainsi que le Ministère de l’Éducation Nationale et Nouvelle
19,4,14,Citoyenneté sur l’intégration dans le plan de préparation et réponse à la 17ème épidémie des activités
19,4,15,"de la riposte dans le milieu Scolaire, Universitaire et Académique."
19,4,16,"• National / Ituri: Mission conjointe (INSP, OMS, UNICEF, PAM) à Mongbwalu pour évaluer la réponse"
19,4,17,et mobiliser les leaders communautaires. Début des travaux d'élaboration du plan opérationnel
19,4,18,consolidé (CONOPS).
19,4,19,• Nord-Kivu: Partage du plan opérationnel provincial et suivi des voyageurs en quarantaine. Réunions
19,4,20,de coordination pour adresser la contrainte sécuritaire liée aux incursions des ADF.
19,4,21,• Sud-Kivu: Réunion avec le Gouverneur de province; recommandation de financement direct des
19,4,22,activités pour motiver les prestataires. Tenue du Cluster Santé pour discuter des défis de mobilité.
19,4,27,4
19,5,1,4.2 Surveillance épidémiologique
19,5,2,Tableau 2. Gestion des alertes épidémiologiques (24h) au 02 juin 2026
19,5,3,Indicateur Ituri Nord-Kivu Sud-Kivu Total
19,5,4,Alertes remontées 158 153 5 316
19,5,5,Alertes investiguées 157 152 4 313
19,5,6,"Taux d'investigation 99,4 % 99,3 % 80,0 % 99,1 %"
19,5,7,Alertes validées 122 20 2 144
19,5,9,Tableau 3. Suivi des contacts des cas confirmés au 02 juin 2026
19,5,10,Province Contacts sous suivi (n) Contacts vus (24h) Taux de suivi (%)
19,5,11,"Ituri 3 637 1 498 41,2"
19,5,12,"Nord-Kivu 519 326 62,8"
19,5,13,"Sud-Kivu 137 131 95,6"
19,5,14,"Total 4 293 1 955 45,5"
19,5,15,"• Défis: Persistance de la faible performance en Ituri (41,2 %) et au Nord-Kivu (62,8 %). L'évasion de"
