sitrep_no,indicator_code,domain,value,value_source,source_type,extraction_rule,priority,evidence,extracted_at,candidate_flag,qc_valid,qc_note
17,cumulative_deaths,deaths,48,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 321 48 15,0% 23 sur 104 (22,1%) 12",2026-06-25 17:01:14.825752,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
17,deaths_ituri,deaths,46,observed,text_line,province_row_ituri,2,"Ituri 299 46 15,4% 15 sur 36 (41,7%) 12",2026-06-25 17:01:14.774547,candidate_ok,TRUE,selected_observed_candidate
17,deaths_nordkivu,deaths,1,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 19 1 5,3% 7 sur 34 (20,6%) 0",2026-06-25 17:01:14.792062,candidate_ok,TRUE,selected_observed_candidate
17,deaths_sudkivu,deaths,1,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9%) 0",2026-06-25 17:01:14.808021,candidate_ok,TRUE,selected_observed_candidate
17,hz_affected_national,geography,23,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 321 48 15,0% 23 sur 104 (22,1%) 12",2026-06-25 17:01:14.831034,candidate_ok,TRUE,selected_observed_candidate
17,lab_positivity_rate,laboratory,66.6,observed,text_line,tbl_lab_positivity,3,"Échantillons positifs 12 Taux de positivité 66,6%",2026-06-25 17:01:15.664504,candidate_ok,TRUE,selected_observed_candidate
17,patients_in_isolation,care,129,observed,text_line,patients_isolation,3,Patients en isolement 129 (tous CTE confondus),2026-06-25 17:01:16.125844,candidate_ok,TRUE,selected_observed_candidate
17,recovered_today,care,4,observed,text_line,recovered_today,3,Guéris du jour 4,2026-06-25 17:01:16.174169,candidate_ok,TRUE,selected_observed_candidate
17,samples_analyzed,laboratory,18,observed,text_line,tbl_samples_analyzed,3,"Échantillons analysés 18 27,7% des collectés",2026-06-25 17:01:15.645539,candidate_ok,TRUE,selected_observed_candidate
17,samples_collected,laboratory,65,observed,text_line,tbl_samples_collected,3,Échantillons collectés 65 Activité soutenue,2026-06-25 17:01:15.629117,candidate_ok,TRUE,selected_observed_candidate
17,samples_positive,laboratory,12,observed,text_line,tbl_samples_positive,3,"Échantillons positifs 12 Taux de positivité 66,6%",2026-06-25 17:01:15.66224,candidate_ok,TRUE,selected_observed_candidate
18,alerts_reported,surveillance,137,observed,text_line,tbl_alerts_reported,3,Alertes remontées 137 212 5 354,2026-06-25 17:01:22.173094,candidate_ok,TRUE,selected_observed_candidate
18,alerts_validated,surveillance,85,observed,text_line,tbl_alerts_validated,3,Alertes validées 85 17 1 103,2026-06-25 17:01:22.226248,candidate_ok,TRUE,selected_observed_candidate
18,case_fatality_ratio,deaths,17.4,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 344 60 17,4 % 24 sur 104 (23,1 %) 23",2026-06-25 17:01:20.735851,candidate_ok,TRUE,selected_observed_candidate
18,cases_ituri,cases,322,observed,text_line,province_row_ituri,2,"Ituri 322 46 14,3 % 16 sur 36 (44,4 %) 23",2026-06-25 17:01:20.671115,candidate_ok,TRUE,selected_observed_candidate
18,cases_nordkivu,cases,510,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 510 301 59,0",2026-06-25 17:01:22.352249,candidate_ok,TRUE,selected_observed_candidate
18,cases_sudkivu,cases,150,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 150 142 95,0",2026-06-25 17:01:22.37068,candidate_ok,TRUE,selected_observed_candidate
18,cumulative_confirmed_cases,cases,344,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 344 60 17,4 % 24 sur 104 (23,1 %) 23",2026-06-25 17:01:20.730443,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
18,cumulative_deaths,deaths,60,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 344 60 17,4 % 24 sur 104 (23,1 %) 23",2026-06-25 17:01:20.733288,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
18,deaths_ituri,deaths,350,observed,text_line,province_row_ituri,2,"Ituri 3 350 1 317 39,3",2026-06-25 17:01:22.336845,candidate_ok,TRUE,selected_observed_candidate
18,deaths_nordkivu,deaths,301,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 510 301 59,0",2026-06-25 17:01:22.35498,candidate_ok,TRUE,selected_observed_candidate
18,deaths_sudkivu,deaths,142,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 150 142 95,0",2026-06-25 17:01:22.373438,candidate_ok,TRUE,selected_observed_candidate
18,hz_affected_national,geography,24,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 344 60 17,4 % 24 sur 104 (23,1 %) 23",2026-06-25 17:01:20.738736,candidate_ok,TRUE,selected_observed_candidate
18,lab_positivity_rate,laboratory,30.3,observed,text_line,tbl_lab_positivity,3,"Échantillons positifs 23 Taux de positivité 30,3%",2026-06-25 17:01:22.772985,candidate_ok,TRUE,selected_observed_candidate
18,samples_analyzed,laboratory,76,observed,text_line,tbl_samples_analyzed,3,"Échantillons analysés 76 100,0% des collectés",2026-06-25 17:01:22.75445,candidate_ok,TRUE,selected_observed_candidate
18,samples_collected,laboratory,76,observed,text_line,tbl_samples_collected,3,Échantillons collectés 76 Activité soutenue,2026-06-25 17:01:22.733056,candidate_ok,TRUE,selected_observed_candidate
18,samples_positive,laboratory,23,observed,text_line,tbl_samples_positive,3,"Échantillons positifs 23 Taux de positivité 30,3%",2026-06-25 17:01:22.77071,candidate_ok,TRUE,selected_observed_candidate
19,alerts_reported,surveillance,158,observed,text_line,tbl_alerts_reported,3,Alertes remontées 158 153 5 316,2026-06-25 17:01:29.559143,candidate_ok,TRUE,selected_observed_candidate
19,alerts_validated,surveillance,122,observed,text_line,tbl_alerts_validated,3,Alertes validées 122 20 2 144,2026-06-25 17:01:29.593922,candidate_ok,TRUE,selected_observed_candidate
19,case_fatality_ratio,deaths,17.1,observed,text_line,total_row_cases_deaths_cfr,2,"TOTAL 363 62 17,1 % 25 / 104 19",2026-06-25 17:01:28.569442,candidate_ok,TRUE,selected_observed_candidate
19,cases_ituri,cases,341,observed,text_line,province_row_ituri,2,"Ituri 341 48 14,1 % 17 / 36 19",2026-06-25 17:01:28.510509,candidate_ok,TRUE,selected_observed_candidate
19,cases_nordkivu,cases,519,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 519 326 62,8",2026-06-25 17:01:29.641451,candidate_ok,TRUE,selected_observed_candidate
19,cases_sudkivu,cases,137,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 137 131 95,6",2026-06-25 17:01:29.658448,candidate_ok,TRUE,selected_observed_candidate
19,cumulative_confirmed_cases,cases,363,observed,text_line,total_row_cases_deaths_cfr,2,"TOTAL 363 62 17,1 % 25 / 104 19",2026-06-25 17:01:28.564469,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
19,cumulative_deaths,deaths,62,observed,text_line,total_row_cases_deaths_cfr,2,"TOTAL 363 62 17,1 % 25 / 104 19",2026-06-25 17:01:28.56702,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
19,deaths_ituri,deaths,637,observed,text_line,province_row_ituri,2,"Ituri 3 637 1 498 41,2",2026-06-25 17:01:29.628227,candidate_ok,TRUE,selected_observed_candidate
19,deaths_nordkivu,deaths,326,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 519 326 62,8",2026-06-25 17:01:29.643871,candidate_ok,TRUE,selected_observed_candidate
19,deaths_sudkivu,deaths,131,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 137 131 95,6",2026-06-25 17:01:29.661295,candidate_ok,TRUE,selected_observed_candidate
20,alerts_reported,surveillance,166,observed,text_line,tbl_alerts_reported,3,Alertes remontées 166 * 237 6 409,2026-06-25 17:01:35.000749,candidate_ok,TRUE,selected_observed_candidate
20,alerts_validated,surveillance,141,observed,text_line,tbl_alerts_validated,3,Alertes validées 141 45 0 186,2026-06-25 17:01:35.038132,candidate_ok,TRUE,selected_observed_candidate
20,case_fatality_ratio,deaths,16.8,observed,text_line,total_row_cases_deaths_cfr,2,"Total 381 64 16,8 % 25 / 104 (24,0 %) 18",2026-06-25 17:01:34.068732,candidate_ok,TRUE,selected_observed_candidate
20,cases_ituri,cases,359,observed,text_line,province_row_ituri,2,"Ituri 359 50 13,9 % 17 / 36 (47,2 %) 18",2026-06-25 17:01:34.013681,candidate_ok,TRUE,selected_observed_candidate
20,cases_nordkivu,cases,533,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 533 343 64,4",2026-06-25 17:01:35.132075,candidate_ok,TRUE,selected_observed_candidate
20,cases_sudkivu,cases,181,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 181 150 82,9",2026-06-25 17:01:35.148973,candidate_ok,TRUE,selected_observed_candidate
20,cumulative_confirmed_cases,cases,381,observed,text_line,total_row_cases_deaths_cfr,2,"Total 381 64 16,8 % 25 / 104 (24,0 %) 18",2026-06-25 17:01:34.063643,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
20,cumulative_deaths,deaths,64,observed,text_line,total_row_cases_deaths_cfr,2,"Total 381 64 16,8 % 25 / 104 (24,0 %) 18",2026-06-25 17:01:34.066405,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
20,deaths_ituri,deaths,837,observed,text_line,province_row_ituri,2,"Ituri 3 837 2 032 53,0",2026-06-25 17:01:35.118334,candidate_ok,TRUE,selected_observed_candidate
20,deaths_nordkivu,deaths,343,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 533 343 64,4",2026-06-25 17:01:35.134523,candidate_ok,TRUE,selected_observed_candidate
20,deaths_sudkivu,deaths,150,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 181 150 82,9",2026-06-25 17:01:35.151501,candidate_ok,TRUE,selected_observed_candidate
20,hz_affected_ituri,geography,17,observed,text_line,hz_affected_ituri,2,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:01:33.349694,candidate_ok,TRUE,selected_observed_candidate
20,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:01:33.386717,candidate_ok,TRUE,selected_observed_candidate
20,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34): Miti-Murhesa,2026-06-25 17:01:33.416585,candidate_ok,TRUE,selected_observed_candidate
21,alerts_reported,surveillance,146,observed,text_line,tbl_alerts_reported,3,Alertes remontées 146 236 12 394,2026-06-25 17:01:41.3921,candidate_ok,TRUE,selected_observed_candidate
21,alerts_validated,surveillance,104,observed,text_line,tbl_alerts_validated,3,Alertes validées 104 44 5 153,2026-06-25 17:01:41.45706,candidate_ok,TRUE,selected_observed_candidate
21,case_fatality_ratio,deaths,18.1,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 452 82 18,1% 25 sur 104 (24,0 %) 71",2026-06-25 17:01:40.343621,candidate_ok,TRUE,selected_observed_candidate
21,cases_ituri,cases,424,observed,text_line,province_row_ituri,2,"Ituri 424 66 15,6% 17 sur 36 (47,2 %) 65",2026-06-25 17:01:40.286096,candidate_ok,TRUE,selected_observed_candidate
21,cases_nordkivu,cases,589,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 589 424 72,0%",2026-06-25 17:01:41.523403,candidate_ok,TRUE,selected_observed_candidate
21,cases_sudkivu,cases,180,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 180 150 83,3%",2026-06-25 17:01:41.541714,candidate_ok,TRUE,selected_observed_candidate
21,cumulative_confirmed_cases,cases,452,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 452 82 18,1% 25 sur 104 (24,0 %) 71",2026-06-25 17:01:40.33842,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
21,cumulative_deaths,deaths,82,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 452 82 18,1% 25 sur 104 (24,0 %) 71",2026-06-25 17:01:40.341114,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
21,deaths_ituri,deaths,997,observed,text_line,province_row_ituri,2,"Ituri 3 997 2 181 54,6%",2026-06-25 17:01:41.5089,candidate_ok,TRUE,selected_observed_candidate
21,deaths_nordkivu,deaths,424,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 589 424 72,0%",2026-06-25 17:01:41.526043,candidate_ok,TRUE,selected_observed_candidate
21,deaths_sudkivu,deaths,150,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 180 150 83,3%",2026-06-25 17:01:41.544431,candidate_ok,TRUE,selected_observed_candidate
21,hz_affected_ituri,geography,17,observed,text_line,hz_affected_ituri,2,"• Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:01:39.674772,candidate_ok,TRUE,selected_observed_candidate
21,hz_affected_national,geography,25,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 452 82 18,1% 25 sur 104 (24,0 %) 71",2026-06-25 17:01:40.346127,candidate_ok,TRUE,selected_observed_candidate
21,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(25) • Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:01:39.712371,candidate_ok,TRUE,selected_observed_candidate
21,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,Sud-Kivu (1/34): Miti-Murhesa,2026-06-25 17:01:39.734341,candidate_ok,TRUE,selected_observed_candidate
21,samples_positive,laboratory,6,observed,text_line,narr_samples_positive,4,"• Nord-Kivu : 57 échantillons prélevés et analysés dont 6 sont revenus positifs à la MVE, mais 118",2026-06-25 17:01:41.690496,candidate_ok,TRUE,selected_observed_candidate
22,alerts_reported,surveillance,97,observed,text_line,tbl_alerts_reported,3,Alertes remontées 97 340 8 445,2026-06-25 17:01:48.055053,candidate_ok,TRUE,selected_observed_candidate
22,alerts_validated,surveillance,72,observed,text_line,tbl_alerts_validated,3,"Alertes validées 72 (74,2%) 40 (11,8%) 7 (87,5%) 119",2026-06-25 17:01:48.126586,candidate_ok,TRUE,selected_observed_candidate
22,case_fatality_ratio,deaths,17.6,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 488 86 17,6% 25 sur 104 (24,0 %) 36",2026-06-25 17:01:47.002903,candidate_ok,TRUE,selected_observed_candidate
22,cases_ituri,cases,460,observed,text_line,province_row_ituri,2,"Ituri 460 70 15,2% 17 sur 36 (47,2 %) 36",2026-06-25 17:01:46.941275,candidate_ok,TRUE,selected_observed_candidate
22,cases_nordkivu,cases,689,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 689 578 83,9%",2026-06-25 17:01:48.244547,candidate_ok,TRUE,selected_observed_candidate
22,cases_sudkivu,cases,187,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 187 184 98,4%",2026-06-25 17:01:48.26612,candidate_ok,TRUE,selected_observed_candidate
22,cumulative_confirmed_cases,cases,488,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 488 86 17,6% 25 sur 104 (24,0 %) 36",2026-06-25 17:01:46.997434,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
22,cumulative_deaths,deaths,86,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 488 86 17,6% 25 sur 104 (24,0 %) 36",2026-06-25 17:01:47.000289,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
22,deaths_ituri,deaths,281,observed,text_line,province_row_ituri,2,"Ituri 4 281 2 701 63,1%",2026-06-25 17:01:48.229239,candidate_ok,TRUE,selected_observed_candidate
22,deaths_nordkivu,deaths,578,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 689 578 83,9%",2026-06-25 17:01:48.247812,candidate_ok,TRUE,selected_observed_candidate
22,deaths_sudkivu,deaths,184,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 187 184 98,4%",2026-06-25 17:01:48.269569,candidate_ok,TRUE,selected_observed_candidate
22,hz_affected_ituri,geography,17,observed,text_line,hz_affected_ituri,2," Ituri (17/36): Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:01:46.350164,candidate_ok,TRUE,selected_observed_candidate
22,hz_affected_national,geography,25,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 488 86 17,6% 25 sur 104 (24,0 %) 36",2026-06-25 17:01:47.005474,candidate_ok,TRUE,selected_observed_candidate
22,hz_affected_nordkivu,geography,7,observed,text_line,hz_affected_nordkivu,2,"(25)  Nord-Kivu (7/34): Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha",2026-06-25 17:01:46.387968,candidate_ok,TRUE,selected_observed_candidate
